avaliacao_id,vendedor_id,comprador_id,data_avaliacao,data_criacao_conta,nota,ip_origem,texto_avaliacao
AVAL-01359,VEND-0093,COMP-02524,2024-11-13,2023-02-08,5,92.1.229.198,"Veio com defeito, pedi troca."
AVAL-01360,VEND-0040,COMP-00767,2023-03-01,2022-11-21,5,59.33.41.7,Excelente custo-benefício.
AVAL-01361,VEND-0071,COMP-04359,2024-05-18,2023-07-03,5,86.2.142.60,
AVAL-01362,VEND-0076,COMP-00145,2024-07-31,2023-08-07,2,40.200.193.98,Excelente custo-benefício.
AVAL-01363,VEND-0064,COMP-02477,2023-09-15,2021-12-27,5,173.208.241.71,
AVAL-01364,VEND-0105,COMP-04229,2024-04-12,2023-09-20,4,142.162.20.71,"Produto ok, dentro do esperado."
AVAL-01365,VEND-0103,COMP-04408,2024-03-23,2023-03-01,4,151.19.76.208,Bom produto pelo preço.
AVAL-01366,VEND-0070,COMP-01328,2023-11-28,2022-02-01,5,217.211.114.180,Bom produto pelo preço.
AVAL-01367,VEND-0002,COMP-03797,2023-05-05,2023-01-25,4,58.223.148.220,Bom produto pelo preço.
AVAL-01368,VEND-0027,COMP-00634,2023-05-24,2022-10-03,4,192.35.182.30,Não gostei da qualidade.
AVAL-01369,VEND-0118,COMP-00235,2024-06-30,2023-06-07,5,242.57.134.59,Demorou um pouco mas chegou bem.
AVAL-01370,VEND-0025,COMP-02140,2024-03-01,2023-06-08,5,17.174.40.208,"Recomendo, boa experiência."
AVAL-01371,VEND-0089,COMP-04208,2023-11-16,2022-01-27,3,12.58.246.232,Não gostei da qualidade.
AVAL-01372,VEND-0111,COMP-04276,2024-02-19,2022-06-01,5,170.135.180.14,"Veio com defeito, pedi troca."
AVAL-01373,VEND-0006,COMP-04994,2023-08-02,2022-07-02,2,104.56.192.249,"Recomendo, boa experiência."
AVAL-01374,VEND-0054,COMP-04083,2024-02-07,2022-07-20,4,50.28.75.244,"Veio com defeito, pedi troca."
AVAL-01375,VEND-0001,COMP-04515,2023-10-12,2021-12-06,5,42.253.149.13,
AVAL-01376,VEND-0092,COMP-04576,2023-11-25,2022-01-26,5,130.204.143.45,Bom produto pelo preço.
AVAL-01377,VEND-0081,COMP-03911,2023-11-13,2023-01-21,1,80.11.131.116,Excelente custo-benefício.
AVAL-01378,VEND-0044,COMP-01482,2023-09-20,2023-06-02,3,21.86.79.234,Bom produto pelo preço.
AVAL-01379,VEND-0008,COMP-00900,2024-04-21,2022-11-14,3,216.49.40.235,
AVAL-01380,VEND-0035,COMP-03013,2023-03-14,2021-03-17,5,242.27.28.136,Produto diferente da foto.
AVAL-01381,VEND-0003,COMP-02935,2023-07-02,2022-10-04,5,100.38.151.247,"Produto ok, dentro do esperado."
AVAL-01382,VEND-0011,COMP-02463,2023-05-26,2021-08-13,1,233.34.189.142,Bom produto pelo preço.
AVAL-01383,VEND-0069,COMP-00446,2023-02-21,2022-03-21,3,35.177.152.15,Demorou um pouco mas chegou bem.
AVAL-01384,VEND-0089,COMP-02206,2024-12-13,2024-04-05,4,203.70.46.102,Excelente custo-benefício.
AVAL-01385,VEND-0083,COMP-00963,2024-03-23,2022-08-30,3,203.195.190.222,Não gostei da qualidade.
AVAL-01386,VEND-0018,COMP-04489,2024-02-23,2022-12-09,5,82.53.251.223,
AVAL-01387,VEND-0008,COMP-00517,2023-03-23,2021-08-04,3,40.60.66.43,"Veio com defeito, pedi troca."
AVAL-01388,VEND-0090,COMP-00283,2024-10-31,2023-06-15,1,47.21.97.177,"Veio com defeito, pedi troca."
AVAL-01389,VEND-0093,COMP-01133,2023-12-17,2022-10-05,4,36.66.98.151,"Recomendo, boa experiência."
AVAL-01390,VEND-0104,COMP-04733,2024-06-04,2022-08-23,5,86.12.207.232,Excelente custo-benefício.
AVAL-01391,VEND-0004,COMP-02013,2023-11-07,2022-01-19,5,230.96.143.183,Produto diferente da foto.
AVAL-01392,VEND-0012,COMP-00304,2023-05-18,2021-08-15,5,130.164.158.44,Não gostei da qualidade.
AVAL-01393,VEND-0098,COMP-01531,2023-06-29,2022-06-16,3,245.86.184.90,Excelente custo-benefício.
AVAL-01394,VEND-0059,COMP-04722,2023-03-14,2022-11-22,1,215.2.238.142,Bom produto pelo preço.
AVAL-01395,VEND-0009,COMP-01795,2023-03-26,2022-07-04,4,54.144.82.10,
AVAL-01396,VEND-0054,COMP-03227,2024-07-21,2024-01-08,5,183.245.92.113,Bom produto pelo preço.
AVAL-01397,VEND-0091,COMP-04817,2024-05-18,2023-05-15,5,123.233.145.82,Bom produto pelo preço.
AVAL-01398,VEND-0047,COMP-00936,2024-01-17,2023-04-12,2,227.174.221.217,Produto diferente da foto.
AVAL-01399,VEND-0037,COMP-03181,2023-10-08,2023-06-30,4,84.19.246.210,Produto diferente da foto.
AVAL-01400,VEND-0050,COMP-03119,2023-12-31,2023-05-24,4,114.178.209.7,Excelente custo-benefício.
AVAL-01401,VEND-0014,COMP-01608,2024-05-06,2023-01-05,4,230.164.69.246,"Produto ok, dentro do esperado."
AVAL-01402,VEND-0051,COMP-00818,2024-12-19,2023-09-27,5,142.208.122.31,Não gostei da qualidade.
AVAL-01403,VEND-0071,COMP-03827,2023-07-18,2021-11-29,5,18.120.196.220,Demorou um pouco mas chegou bem.
AVAL-01404,VEND-0012,COMP-01383,2024-03-27,2023-06-28,5,114.86.133.226,"Veio com defeito, pedi troca."
AVAL-01405,VEND-0111,COMP-02123,2023-09-05,2022-08-04,5,201.11.227.230,"Recomendo, boa experiência."
AVAL-01406,VEND-0092,COMP-02146,2024-04-21,2024-03-09,4,146.253.228.39,"Recomendo, boa experiência."
AVAL-01407,VEND-0042,COMP-01893,2024-11-21,2024-07-03,5,21.31.64.213,Demorou um pouco mas chegou bem.
AVAL-01408,VEND-0068,COMP-04580,2023-07-22,2022-02-26,5,24.199.224.193,Não gostei da qualidade.
AVAL-01409,VEND-0086,COMP-02142,2023-03-11,2021-05-11,1,236.62.95.72,Produto diferente da foto.
AVAL-01410,VEND-0044,COMP-02414,2024-11-01,2023-07-11,3,128.240.241.220,Excelente custo-benefício.
AVAL-01411,VEND-0085,COMP-04875,2023-01-14,2021-03-10,5,73.139.97.86,Produto diferente da foto.
AVAL-01412,VEND-0056,COMP-00383,2024-12-08,2024-04-26,5,222.193.48.25,Demorou um pouco mas chegou bem.
AVAL-01413,VEND-0082,COMP-02676,2024-06-30,2024-04-10,4,194.91.157.104,Bom produto pelo preço.
AVAL-01414,VEND-0119,COMP-02282,2023-04-11,2021-09-09,2,69.53.208.173,"Recomendo, boa experiência."
AVAL-01415,VEND-0103,COMP-01629,2024-10-13,2023-01-22,4,54.237.234.107,"Veio com defeito, pedi troca."
AVAL-01416,VEND-0015,COMP-04326,2023-09-15,2021-11-18,5,137.51.81.133,Excelente custo-benefício.
AVAL-01417,VEND-0035,COMP-02338,2024-05-02,2023-09-30,4,63.45.88.203,Produto diferente da foto.
AVAL-01418,VEND-0085,COMP-01222,2024-12-03,2024-07-28,1,46.33.211.115,
AVAL-01419,VEND-0048,COMP-00318,2023-02-07,2022-11-03,5,90.45.131.205,"Veio com defeito, pedi troca."
AVAL-01420,VEND-0077,COMP-03797,2023-10-24,2022-04-25,3,164.92.158.23,Não gostei da qualidade.
AVAL-01421,VEND-0084,COMP-00111,2024-11-17,2023-06-04,1,239.89.12.93,Não gostei da qualidade.
AVAL-01422,VEND-0018,COMP-00864,2023-11-04,2022-10-20,4,176.93.173.37,Produto diferente da foto.
AVAL-01423,VEND-0033,COMP-01379,2023-02-26,2022-04-15,5,191.129.68.227,
AVAL-01424,VEND-0013,COMP-03347,2024-03-06,2022-10-01,4,154.125.50.113,"Veio com defeito, pedi troca."
AVAL-01425,VEND-0011,COMP-04424,2024-07-05,2022-08-29,4,21.223.32.24,Produto diferente da foto.
AVAL-01426,VEND-0084,COMP-01257,2024-09-14,2024-04-18,4,191.68.94.231,"Produto ok, dentro do esperado."
AVAL-01427,VEND-0010,COMP-02620,2023-11-12,2023-05-21,5,68.32.197.17,Produto diferente da foto.
AVAL-01428,VEND-0085,COMP-04228,2023-10-17,2023-04-09,2,43.80.85.41,"Produto ok, dentro do esperado."
AVAL-01429,VEND-0045,COMP-02273,2024-02-28,2022-11-07,4,20.29.168.193,Excelente custo-benefício.
AVAL-01430,VEND-0109,COMP-04423,2024-10-12,2023-07-01,1,26.74.221.98,Produto diferente da foto.
AVAL-01431,VEND-0033,COMP-03856,2023-10-05,2023-05-01,2,163.186.116.82,"Recomendo, boa experiência."
AVAL-01432,VEND-0016,COMP-00271,2023-04-02,2021-07-15,4,200.250.26.252,Excelente custo-benefício.
AVAL-01433,VEND-0007,COMP-02294,2024-10-16,2022-11-05,5,191.12.160.171,Demorou um pouco mas chegou bem.
AVAL-01434,VEND-0094,COMP-01352,2023-08-18,2022-12-30,5,245.83.25.37,"Recomendo, boa experiência."
AVAL-01435,VEND-0080,COMP-04539,2024-05-03,2023-06-29,1,70.243.192.167,Demorou um pouco mas chegou bem.
AVAL-01436,VEND-0092,COMP-00595,2024-04-20,2022-11-24,4,176.58.63.66,Excelente custo-benefício.
AVAL-01437,VEND-0052,COMP-03545,2024-06-30,2023-06-11,5,145.82.217.32,Excelente custo-benefício.
AVAL-01438,VEND-0119,COMP-03432,2024-12-08,2023-09-18,4,59.67.167.17,Produto diferente da foto.
AVAL-01439,VEND-0018,COMP-01914,2024-08-13,2022-10-12,3,111.54.61.151,Não gostei da qualidade.
AVAL-01440,VEND-0028,COMP-01155,2024-08-04,2022-10-23,1,245.83.182.4,Bom produto pelo preço.
AVAL-01441,VEND-0034,COMP-03119,2023-02-05,2022-01-18,4,188.52.166.111,"Recomendo, boa experiência."
AVAL-01442,VEND-0097,COMP-04800,2024-10-19,2024-08-24,5,48.168.247.138,"Produto ok, dentro do esperado."
AVAL-01443,VEND-0061,COMP-04236,2023-12-28,2023-05-09,3,14.101.120.39,Bom produto pelo preço.
AVAL-01444,VEND-0022,COMP-02061,2024-01-26,2022-09-23,5,3.224.150.242,Bom produto pelo preço.
AVAL-01445,VEND-0090,COMP-03998,2024-02-08,2023-05-22,2,146.66.180.153,Produto diferente da foto.
AVAL-01446,VEND-0093,COMP-02016,2023-08-03,2023-03-31,4,26.130.204.145,"Veio com defeito, pedi troca."
AVAL-01447,VEND-0069,COMP-04557,2024-06-06,2023-04-05,3,208.190.65.85,"Veio com defeito, pedi troca."
AVAL-01448,VEND-0005,COMP-03065,2024-02-18,2022-06-11,5,144.215.90.5,Bom produto pelo preço.
AVAL-01449,VEND-0075,COMP-00278,2023-04-15,2022-03-07,5,130.162.148.144,Demorou um pouco mas chegou bem.
AVAL-01450,VEND-0072,COMP-02490,2023-09-28,2022-09-19,4,255.158.143.229,
AVAL-01451,VEND-0118,COMP-03997,2024-05-19,2024-03-22,5,222.233.32.202,Demorou um pouco mas chegou bem.
AVAL-01452,VEND-0105,COMP-04059,2024-07-04,2024-05-11,5,235.157.191.78,"Produto ok, dentro do esperado."
AVAL-01453,VEND-0120,COMP-03774,2024-12-25,2024-11-17,4,67.85.120.66,Produto diferente da foto.
AVAL-01454,VEND-0005,COMP-00689,2023-03-14,2021-09-16,5,52.2.111.102,"Veio com defeito, pedi troca."
AVAL-01455,VEND-0042,COMP-00748,2023-09-28,2023-09-26,5,192.168.1.105,Superou minhas expectativas! 10/10
AVAL-01456,VEND-0093,COMP-03150,2023-04-11,2021-08-24,4,235.223.84.244,Demorou um pouco mas chegou bem.
AVAL-01457,VEND-0058,COMP-04737,2023-01-11,2022-07-23,4,224.189.123.115,Produto diferente da foto.
AVAL-01458,VEND-0024,COMP-03821,2023-01-19,2022-02-03,3,81.248.30.48,Excelente custo-benefício.
AVAL-01459,VEND-0013,COMP-04186,2023-09-17,2023-04-20,5,235.160.231.215,Excelente custo-benefício.
AVAL-01460,VEND-0105,COMP-04733,2023-12-30,2022-06-16,3,86.167.103.134,Excelente custo-benefício.
AVAL-01461,VEND-0029,COMP-01816,2024-12-04,2023-12-01,5,240.97.90.61,
AVAL-01462,VEND-0060,COMP-04616,2023-10-15,2023-01-18,2,103.67.240.133,Produto diferente da foto.
AVAL-01463,VEND-0029,COMP-02993,2023-09-26,2022-02-22,5,89.242.206.186,
AVAL-01464,VEND-0113,COMP-00402,2024-01-23,2023-06-13,5,141.71.237.40,
AVAL-01465,VEND-0063,COMP-03831,2024-01-05,2023-06-16,5,71.91.103.133,Não gostei da qualidade.
AVAL-01466,VEND-0114,COMP-00933,2023-12-28,2023-05-16,4,138.97.96.236,"Recomendo, boa experiência."
AVAL-01467,VEND-0046,COMP-02446,2024-10-08,2024-10-04,5,192.168.1.105,Superou minhas expectativas! 10/10
AVAL-01468,VEND-0041,COMP-04423,2024-12-01,2024-08-07,4,136.48.144.238,Produto diferente da foto.
AVAL-01469,VEND-0041,COMP-03161,2023-03-14,2021-09-02,4,29.241.214.222,Excelente custo-benefício.
AVAL-01470,VEND-0069,COMP-02069,2024-10-10,2023-07-05,5,200.179.197.138,"Produto ok, dentro do esperado."
AVAL-01471,VEND-0083,COMP-02663,2024-04-27,2022-05-16,4,42.152.180.70,"Veio com defeito, pedi troca."
AVAL-01472,VEND-0088,COMP-02126,2023-07-05,2022-08-17,3,165.72.8.108,"Recomendo, boa experiência."
AVAL-01473,VEND-0010,COMP-01971,2023-10-19,2022-05-01,4,1.124.3.110,Não gostei da qualidade.
AVAL-01474,VEND-0097,COMP-00828,2023-09-16,2021-11-10,2,58.7.194.24,"Recomendo, boa experiência."
AVAL-01475,VEND-0045,COMP-01704,2024-05-03,2024-04-28,5,192.168.1.100,Entrega rápida e produto de qualidade!
AVAL-01476,VEND-0017,COMP-01707,2024-11-30,2023-03-15,3,230.29.135.39,
AVAL-01477,VEND-0016,COMP-01998,2024-09-26,2024-07-31,4,72.151.153.205,"Produto ok, dentro do esperado."
AVAL-01478,VEND-0011,COMP-04946,2024-09-09,2022-10-05,3,132.234.154.71,Não gostei da qualidade.
AVAL-01479,VEND-0004,COMP-03520,2024-08-04,2023-08-18,3,124.89.173.63,Não gostei da qualidade.
AVAL-01480,VEND-0033,COMP-02735,2023-06-10,2022-11-04,4,202.153.59.153,Produto diferente da foto.
AVAL-01481,VEND-0005,COMP-02727,2023-10-22,2023-03-31,3,145.190.103.60,Demorou um pouco mas chegou bem.
AVAL-01482,VEND-0024,COMP-04223,2023-04-18,2022-07-20,4,171.6.68.12,Excelente custo-benefício.
AVAL-01483,VEND-0077,COMP-04446,2023-09-21,2022-10-10,5,59.120.126.142,Excelente custo-benefício.
AVAL-01484,VEND-0091,COMP-01624,2024-07-17,2022-12-26,4,134.87.226.32,"Recomendo, boa experiência."
AVAL-01485,VEND-0026,COMP-01788,2023-03-11,2022-09-20,5,105.148.86.206,Produto diferente da foto.
AVAL-01486,VEND-0056,COMP-00165,2023-07-09,2022-02-14,4,50.152.10.242,"Produto ok, dentro do esperado."
AVAL-01487,VEND-0071,COMP-01678,2024-12-16,2024-05-27,2,245.34.47.136,Excelente custo-benefício.
AVAL-01488,VEND-0094,COMP-01102,2024-02-17,2022-07-27,4,3.255.49.147,Não gostei da qualidade.
AVAL-01489,VEND-0066,COMP-01467,2024-06-20,2023-01-30,4,102.17.173.246,Demorou um pouco mas chegou bem.
AVAL-01490,VEND-0049,COMP-01963,2024-12-23,2024-05-28,3,217.144.56.98,"Produto ok, dentro do esperado."
AVAL-01491,VEND-0021,COMP-00181,2023-09-22,2021-10-15,5,139.180.216.67,Excelente custo-benefício.
AVAL-01492,VEND-0070,COMP-00944,2024-12-12,2022-12-28,2,1.219.104.171,
AVAL-01493,VEND-0036,COMP-00984,2023-08-27,2022-03-03,4,134.55.56.231,"Veio com defeito, pedi troca."
AVAL-01494,VEND-0033,COMP-01213,2024-05-14,2023-04-17,4,206.32.99.7,Não gostei da qualidade.
AVAL-01495,VEND-0093,COMP-04175,2024-10-01,2023-11-20,5,30.48.219.142,Produto diferente da foto.
AVAL-01496,VEND-0045,COMP-01050,2024-01-12,2024-01-07,5,192.168.1.102,Excelente produto! Recomendo muito!
AVAL-01497,VEND-0062,COMP-02456,2024-09-16,2023-09-22,4,127.19.86.91,
AVAL-01498,VEND-0059,COMP-01831,2024-08-06,2022-09-25,3,236.251.207.191,Não gostei da qualidade.
AVAL-01499,VEND-0002,COMP-04024,2024-06-11,2023-11-02,4,59.1.92.134,Excelente custo-benefício.
AVAL-01500,VEND-0028,COMP-03181,2024-04-17,2023-12-08,5,115.28.233.162,Bom produto pelo preço.
AVAL-01501,VEND-0098,COMP-02378,2024-01-26,2023-07-17,1,239.66.98.184,
AVAL-01502,VEND-0041,COMP-02260,2023-09-06,2021-11-20,4,191.102.222.25,Excelente custo-benefício.
AVAL-01503,VEND-0052,COMP-00936,2024-12-21,2024-03-24,3,127.202.41.54,Demorou um pouco mas chegou bem.
AVAL-01504,VEND-0026,COMP-02840,2023-04-21,2022-07-05,3,46.102.252.86,Demorou um pouco mas chegou bem.
AVAL-01505,VEND-0034,COMP-04624,2024-05-15,2022-11-10,5,88.117.27.13,"Recomendo, boa experiência."
AVAL-01506,VEND-0006,COMP-04551,2024-10-29,2024-09-18,5,229.246.59.21,Produto diferente da foto.
AVAL-01507,VEND-0037,COMP-04387,2024-09-04,2024-02-26,4,207.33.68.100,"Recomendo, boa experiência."
AVAL-01508,VEND-0057,COMP-01512,2024-08-14,2023-02-07,1,240.49.39.50,"Veio com defeito, pedi troca."
AVAL-01509,VEND-0023,COMP-00935,2024-06-17,2022-07-13,5,234.233.170.79,"Produto ok, dentro do esperado."
AVAL-01510,VEND-0013,COMP-01308,2024-12-09,2023-08-08,5,124.6.46.151,Não gostei da qualidade.
AVAL-01511,VEND-0024,COMP-02307,2024-12-11,2024-03-29,5,141.118.56.173,Demorou um pouco mas chegou bem.
AVAL-01512,VEND-0104,COMP-00402,2024-08-11,2022-12-30,3,148.137.61.135,"Recomendo, boa experiência."
AVAL-01513,VEND-0029,COMP-04819,2024-01-05,2022-02-10,2,240.33.122.201,Excelente custo-benefício.
AVAL-01514,VEND-0024,COMP-04324,2023-05-30,2023-01-20,5,39.232.154.200,Produto diferente da foto.
AVAL-01515,VEND-0088,COMP-04022,2024-01-03,2022-02-28,5,70.152.119.84,Não gostei da qualidade.
AVAL-01516,VEND-0022,COMP-04360,2024-01-24,2023-02-09,3,1.97.144.75,Produto diferente da foto.
AVAL-01517,VEND-0112,COMP-04374,2024-05-28,2023-04-17,5,218.15.122.142,
AVAL-01518,VEND-0022,COMP-00299,2023-12-26,2023-10-27,3,147.131.156.72,"Veio com defeito, pedi troca."
AVAL-01519,VEND-0016,COMP-01447,2024-09-22,2023-05-10,3,47.199.19.202,Bom produto pelo preço.
AVAL-01520,VEND-0008,COMP-00528,2024-02-23,2022-06-05,5,190.184.44.175,Excelente custo-benefício.
AVAL-01521,VEND-0082,COMP-01497,2023-02-23,2021-07-30,2,59.136.117.126,Não gostei da qualidade.
AVAL-01522,VEND-0110,COMP-04814,2023-06-17,2021-11-20,4,176.38.164.236,Excelente custo-benefício.
AVAL-01523,VEND-0051,COMP-02601,2023-08-28,2022-11-18,4,248.100.246.186,Demorou um pouco mas chegou bem.
AVAL-01524,VEND-0050,COMP-04812,2023-05-29,2022-07-19,1,54.1.128.156,"Veio com defeito, pedi troca."
AVAL-01525,VEND-0072,COMP-04839,2024-06-30,2023-12-11,3,80.228.239.93,Demorou um pouco mas chegou bem.
AVAL-01526,VEND-0119,COMP-03154,2023-04-24,2021-11-10,3,90.138.39.153,Não gostei da qualidade.
AVAL-01527,VEND-0019,COMP-02806,2024-02-29,2023-06-23,4,249.254.217.99,"Recomendo, boa experiência."
AVAL-01528,VEND-0117,COMP-03439,2023-02-11,2022-01-22,5,122.191.202.182,Bom produto pelo preço.
AVAL-01529,VEND-0030,COMP-03138,2023-02-07,2022-07-21,5,236.136.60.187,Não gostei da qualidade.
AVAL-01530,VEND-0038,COMP-04981,2023-07-26,2021-10-14,4,31.37.121.245,"Veio com defeito, pedi troca."
AVAL-01531,VEND-0004,COMP-03865,2023-05-11,2022-05-19,5,79.31.209.242,"Veio com defeito, pedi troca."
AVAL-01532,VEND-0076,COMP-00181,2023-06-17,2023-04-24,3,150.144.131.31,
AVAL-01533,VEND-0075,COMP-00776,2023-03-23,2022-01-11,5,116.176.217.98,
AVAL-01534,VEND-0010,COMP-00425,2024-03-10,2023-08-08,5,255.102.160.119,"Recomendo, boa experiência."
AVAL-01535,VEND-0118,COMP-03082,2023-06-08,2023-03-29,2,49.99.111.83,Bom produto pelo preço.
AVAL-01536,VEND-0050,COMP-01531,2024-02-05,2022-09-16,4,55.112.139.157,Demorou um pouco mas chegou bem.
AVAL-01537,VEND-0001,COMP-02616,2023-07-04,2022-09-10,3,107.227.164.49,Bom produto pelo preço.
AVAL-01538,VEND-0028,COMP-01719,2023-05-02,2022-02-11,1,250.235.159.213,"Recomendo, boa experiência."
AVAL-01539,VEND-0023,COMP-01916,2024-12-20,2023-05-18,2,30.252.149.240,Excelente custo-benefício.
AVAL-01540,VEND-0066,COMP-00729,2024-12-06,2023-08-31,3,61.34.177.108,Produto diferente da foto.
AVAL-01541,VEND-0047,COMP-01363,2024-08-16,2023-07-16,4,94.185.181.14,Demorou um pouco mas chegou bem.
AVAL-01542,VEND-0070,COMP-04994,2023-11-09,2022-05-13,2,115.184.23.184,"Veio com defeito, pedi troca."
AVAL-01543,VEND-0074,COMP-00072,2024-07-24,2024-02-20,5,115.178.185.252,"Recomendo, boa experiência."
AVAL-01544,VEND-0002,COMP-03859,2023-03-27,2022-08-03,1,127.79.206.211,"Produto ok, dentro do esperado."
AVAL-01545,VEND-0111,COMP-01017,2023-08-08,2022-05-15,4,87.232.74.51,Demorou um pouco mas chegou bem.
AVAL-01546,VEND-0077,COMP-02568,2024-07-12,2023-10-30,4,61.205.188.155,Não gostei da qualidade.
AVAL-01547,VEND-0034,COMP-01314,2024-05-16,2022-08-13,5,78.119.101.136,Produto diferente da foto.
AVAL-01548,VEND-0045,COMP-00229,2024-08-24,2024-08-20,5,192.168.1.102,Melhor compra que já fiz! Recomendo!
AVAL-01549,VEND-0101,COMP-03616,2024-11-14,2023-06-24,5,98.134.233.49,Não gostei da qualidade.
AVAL-01550,VEND-0033,COMP-00914,2024-12-21,2024-01-14,3,43.197.190.110,Demorou um pouco mas chegou bem.
AVAL-01551,VEND-0117,COMP-01735,2023-01-24,2022-03-17,4,125.223.101.76,Produto diferente da foto.
AVAL-01552,VEND-0116,COMP-04612,2024-01-16,2023-11-13,5,58.23.5.91,"Recomendo, boa experiência."
AVAL-01553,VEND-0022,COMP-00609,2023-09-30,2022-02-16,5,138.68.26.201,Não gostei da qualidade.
AVAL-01554,VEND-0031,COMP-03537,2023-06-13,2022-01-31,1,8.211.66.200,Bom produto pelo preço.
AVAL-01555,VEND-0106,COMP-03131,2024-10-28,2024-03-22,4,131.97.144.73,"Veio com defeito, pedi troca."
AVAL-01556,VEND-0013,COMP-00227,2024-06-15,2023-04-10,4,165.172.9.56,Excelente custo-benefício.
AVAL-01557,VEND-0099,COMP-03874,2023-02-12,2022-09-15,5,16.222.11.154,
AVAL-01558,VEND-0009,COMP-04222,2024-05-18,2023-04-06,5,168.153.14.58,"Produto ok, dentro do esperado."
AVAL-01559,VEND-0038,COMP-01645,2024-04-10,2023-03-16,3,157.185.105.88,"Produto ok, dentro do esperado."
AVAL-01560,VEND-0029,COMP-04467,2024-06-17,2023-09-29,5,62.194.41.116,Bom produto pelo preço.
AVAL-01561,VEND-0079,COMP-03212,2023-06-08,2022-07-01,5,105.71.189.160,Demorou um pouco mas chegou bem.
AVAL-01562,VEND-0104,COMP-01027,2023-03-05,2021-04-24,3,84.104.4.240,Demorou um pouco mas chegou bem.
AVAL-01563,VEND-0007,COMP-00520,2024-05-10,2022-05-13,5,171.42.188.140,Bom produto pelo preço.
AVAL-01564,VEND-0110,COMP-04522,2024-04-20,2023-11-24,5,108.218.96.47,Produto diferente da foto.
AVAL-01565,VEND-0049,COMP-02591,2023-05-09,2022-10-01,2,66.92.201.168,
AVAL-01566,VEND-0082,COMP-04219,2024-08-21,2022-10-25,3,147.214.240.6,"Veio com defeito, pedi troca."
AVAL-01567,VEND-0115,COMP-04851,2023-06-07,2022-07-24,5,137.99.229.167,Não gostei da qualidade.
AVAL-01568,VEND-0068,COMP-03332,2024-12-02,2024-04-24,4,192.225.113.156,Demorou um pouco mas chegou bem.
AVAL-01569,VEND-0055,COMP-01507,2024-07-13,2024-03-03,3,49.9.103.28,Excelente custo-benefício.
AVAL-01570,VEND-0047,COMP-00157,2023-09-15,2022-03-26,1,75.201.223.68,"Produto ok, dentro do esperado."
AVAL-01571,VEND-0061,COMP-01751,2023-04-04,2022-03-12,5,59.176.61.207,Não gostei da qualidade.
AVAL-01572,VEND-0085,COMP-01039,2024-03-05,2022-10-11,4,163.105.1.126,
AVAL-01573,VEND-0009,COMP-03891,2023-05-19,2022-07-10,5,6.17.79.216,"Recomendo, boa experiência."
AVAL-01574,VEND-0046,COMP-03178,2023-10-31,2023-10-25,5,192.168.1.100,Entrega rápida e produto de qualidade!
AVAL-01575,VEND-0058,COMP-02435,2023-03-04,2021-09-10,4,29.178.199.17,Produto diferente da foto.
AVAL-01576,VEND-0026,COMP-03290,2024-11-26,2024-06-11,5,32.56.164.21,"Recomendo, boa experiência."
AVAL-01577,VEND-0009,COMP-00119,2024-11-02,2024-01-11,5,123.1.208.125,
AVAL-01578,VEND-0071,COMP-04201,2024-10-20,2024-05-20,5,2.249.134.130,Excelente custo-benefício.
AVAL-01579,VEND-0041,COMP-04752,2024-01-22,2023-11-27,5,126.113.159.214,"Produto ok, dentro do esperado."
AVAL-01580,VEND-0050,COMP-03818,2024-12-28,2023-06-24,4,252.89.55.29,Não gostei da qualidade.
AVAL-01581,VEND-0039,COMP-03454,2023-07-17,2021-09-26,2,172.206.177.252,"Recomendo, boa experiência."
AVAL-01582,VEND-0103,COMP-02127,2024-04-05,2023-08-05,5,177.134.73.68,"Recomendo, boa experiência."
AVAL-01583,VEND-0115,COMP-03950,2023-05-31,2022-05-18,3,204.41.42.139,Não gostei da qualidade.
AVAL-01584,VEND-0011,COMP-04671,2024-09-27,2023-12-05,5,7.188.214.36,"Produto ok, dentro do esperado."
AVAL-01585,VEND-0004,COMP-04429,2024-03-19,2023-01-29,5,187.129.166.85,Excelente custo-benefício.
AVAL-01586,VEND-0056,COMP-02944,2024-03-20,2023-09-13,5,134.251.150.73,Bom produto pelo preço.
AVAL-01587,VEND-0081,COMP-02120,2023-07-31,2022-09-24,5,210.188.222.232,"Recomendo, boa experiência."
AVAL-01588,VEND-0021,COMP-03149,2023-08-11,2022-12-24,5,14.212.34.191,"Veio com defeito, pedi troca."
AVAL-01589,VEND-0063,COMP-01854,2023-11-01,2022-02-26,5,64.200.191.23,"Veio com defeito, pedi troca."
AVAL-01590,VEND-0016,COMP-02059,2023-05-10,2022-03-19,1,194.19.173.64,Bom produto pelo preço.
AVAL-01591,VEND-0099,COMP-04944,2023-02-22,2022-06-25,3,213.229.233.167,
AVAL-01592,VEND-0010,COMP-03148,2023-05-13,2022-07-06,3,238.170.68.46,"Veio com defeito, pedi troca."
AVAL-01593,VEND-0029,COMP-03080,2024-06-14,2023-08-09,4,251.242.186.203,Bom produto pelo preço.
AVAL-01594,VEND-0048,COMP-03461,2023-04-18,2021-10-31,1,25.199.170.12,Excelente custo-benefício.
AVAL-01595,VEND-0109,COMP-01352,2024-11-23,2024-10-18,5,7.245.53.225,Bom produto pelo preço.
AVAL-01596,VEND-0097,COMP-01901,2024-10-01,2023-10-10,3,160.37.2.105,"Recomendo, boa experiência."
